platform,has_profile_pic,bio_length,username_randomness,followers,following,follower_following_ratio,account_age_days,posts,posts_per_day,caption_similarity_score,content_similarity_score,follow_unfollow_rate,spam_comments_rate,generic_comment_rate,suspicious_links_in_bio,verified,is_fake
Twitter,1,89,0,392,647,0.604938272,742,195,0.262449529,0.529735021,0.204390164,177,150,112,0,0,1
Instagram,0,207,0,402,735,0.546195652,2478,201,0.081081081,0.802192068,0.349122003,192,48,21,1,0,1
Facebook,1,35,0,419,697,0.600286533,4959,184,0.037096774,0.575953071,0.179607216,265,127,124,0,1,1
Twitter,0,27,0,401,676,0.592319055,2877,197,0.068450313,0.957905286,0.299812061,59,134,53,1,1,1
Instagram,0,117,0,367,712,0.514726508,43,202,4.590909091,0.369455562,0.115334377,204,36,39,1,0,1
Instagram,1,92,1,432,753,0.572944297,3442,209,0.060702875,0.057050455,0.08431259,154,143,29,1,0,1
Twitter,1,174,1,386,699,0.551428571,404,189,0.466666667,0.780668383,0.910019427,71,37,41,0,1,1
Facebook,0,75,0,387,700,0.552068474,1327,231,0.173945783,0.705456508,0.902765801,155,98,126,1,1,1
Facebook,1,100,0,402,738,0.543978349,2217,200,0.090171326,0.527534382,0.828005199,172,167,81,1,1,1
Facebook,0,157,1,395,669,0.589552239,2150,171,0.079497908,0.326391243,0.230325534,307,28,52,1,0,1
Instagram,0,150,1,415,703,0.589488636,2394,183,0.076409186,0.188265148,0.72589061,449,102,0,0,0,1
Instagram,1,143,0,408,684,0.595620438,2651,201,0.075791855,0.482276044,0.589712132,61,144,105,0,0,1
Instagram,0,13,1,399,712,0.559607293,4538,185,0.040757876,0.666201409,0.051233414,372,147,26,0,1,1
Instagram,0,201,1,370,654,0.564885496,4346,193,0.044398436,0.578886429,0.899585751,459,109,16,0,0,1
Facebook,1,70,1,391,724,0.539310345,878,192,0.218430034,0.43749051,0.997982087,474,152,62,0,1,1
Twitter,1,236,0,434,738,0.587280108,1887,188,0.099576271,0.539694444,0.708721439,380,59,127,1,0,1
Instagram,0,179,1,434,760,0.570302234,1304,197,0.150957854,0.10795493,0.231507815,204,165,120,1,0,1
Instagram,1,123,0,401,705,0.567988669,1741,190,0.109070034,0.695840104,0.554409594,59,62,121,0,1,1
Facebook,1,124,0,419,711,0.588483146,1113,201,0.18043088,0.734256044,0.109380492,85,38,126,1,0,1
Twitter,1,36,0,386,708,0.544428773,3877,199,0.051315111,0.011452604,0.29877922,423,125,121,1,1,1
Twitter,1,28,0,401,700,0.572039943,1899,226,0.118947368,0.270519556,0.717256019,142,191,65,0,0,1
Facebook,0,194,0,377,702,0.536273115,248,192,0.771084337,0.09211686,0.301074232,350,82,22,0,0,1
Facebook,0,142,1,426,684,0.62189781,3261,190,0.058246475,0.998232132,0.147205905,6,20,147,0,0,1
Twitter,0,227,0,427,708,0.6022567,568,211,0.370826011,0.593342834,0.007471186,294,31,35,1,1,1
Instagram,1,174,0,378,677,0.557522124,3810,173,0.045394909,0.465738094,0.572514404,496,27,149,0,0,1
Twitter,1,173,0,398,741,0.53638814,1189,214,0.179831933,0.463001019,0.968670523,178,102,10,0,0,1
Facebook,1,179,1,419,672,0.622585438,2596,207,0.079707355,0.964773919,0.484133012,226,11,27,0,1,1
Instagram,1,18,1,441,683,0.644736842,1354,220,0.162361624,0.659855638,0.212611941,6,120,44,1,0,1
Instagram,1,204,1,381,691,0.550578035,3613,201,0.055617045,0.168659558,0.463280023,139,110,123,1,0,1
Facebook,1,105,1,371,722,0.513139696,981,220,0.224032587,0.448158828,0.602083721,13,78,121,1,1,1
Facebook,1,20,1,381,682,0.557833089,4966,192,0.038655124,0.774196841,0.801368317,33,91,149,0,0,1
Facebook,0,63,1,371,706,0.524752475,169,187,1.1,0.423350067,0.452678611,377,119,80,1,0,1
Twitter,0,164,1,409,727,0.561813187,3165,218,0.068856601,0.309533426,0.172952065,422,84,10,0,1,1
Twitter,1,26,0,412,773,0.532299742,2672,196,0.073325851,0.991216077,0.188009949,239,79,35,0,0,1
Instagram,1,54,0,372,687,0.540697674,379,194,0.510526316,0.935637135,0.899726016,328,150,77,1,0,1
Facebook,1,243,1,374,705,0.529745042,1933,185,0.09565667,0.941560369,0.236241889,319,14,34,0,1,1
Instagram,0,28,0,415,734,0.56462585,194,189,0.969230769,0.13167253,0.728017625,96,100,126,1,0,1
Instagram,0,147,0,391,727,0.537087912,264,195,0.735849057,0.234255257,0.26894878,267,11,28,0,0,1
Instagram,1,24,1,405,678,0.59646539,1472,195,0.132382892,0.442066958,0.72056206,125,131,123,0,0,1
Instagram,1,69,0,386,714,0.53986014,2016,177,0.08775409,0.832129258,0.07836373,33,34,15,1,1,1
Facebook,0,62,0,418,714,0.584615385,4617,204,0.044174968,0.73682754,0.207393049,282,94,102,0,1,1
Instagram,0,163,1,411,725,0.566115702,1301,197,0.151305684,0.849667395,0.408701291,405,188,83,1,1,1
Facebook,0,129,0,404,713,0.565826331,3201,201,0.062773267,0.920763291,0.51531658,17,26,146,1,1,1
Facebook,0,149,1,386,754,0.511258278,3374,183,0.054222222,0.780766843,0.352951062,429,124,95,0,0,1
Twitter,1,223,1,426,714,0.595804196,574,181,0.314782609,0.26177001,0.573516328,427,160,49,0,0,1
Facebook,0,15,0,403,734,0.54829932,1538,204,0.132553606,0.285445682,0.325369837,401,12,42,0,1,1
Twitter,0,145,0,396,694,0.569784173,1384,189,0.136462094,0.352487682,0.678438946,292,164,18,0,1,1
Facebook,1,196,0,420,762,0.550458716,1381,188,0.136034732,0.303075367,0.511207041,390,171,112,0,1,1
Facebook,0,181,1,398,694,0.572661871,3538,187,0.052839785,0.24909895,0.705109273,67,1,120,0,0,1
Facebook,0,99,1,406,679,0.597058824,3160,201,0.063587472,0.75248606,0.430978961,236,165,17,0,0,1
Twitter,0,29,1,428,689,0.620289855,1524,184,0.120655738,0.033991051,0.876500137,79,36,133,0,0,1
Twitter,1,44,0,396,713,0.554621849,4992,213,0.042659724,0.728393738,0.382132773,85,186,34,0,0,1
Instagram,0,18,0,395,673,0.586053412,4613,196,0.04247941,0.823563772,0.308133669,59,113,13,0,1,1
Twitter,1,214,1,404,696,0.579626973,3933,189,0.048042705,0.066044043,0.557085018,47,119,63,0,0,1
Twitter,1,33,0,422,698,0.603719599,3623,202,0.055739514,0.061847107,0.509172454,178,68,136,1,0,1
Twitter,0,140,0,398,688,0.577648766,896,231,0.257525084,0.285463803,0.518098073,355,17,1,0,1,1
Twitter,0,170,1,430,677,0.634218289,3394,212,0.062444772,0.208306816,0.796130091,83,47,5,0,1,1
Instagram,0,61,1,385,697,0.551575931,465,183,0.392703863,0.581133674,0.588596769,94,80,98,0,0,1
Twitter,0,117,0,420,682,0.614934114,1611,192,0.1191067,0.675451544,0.885265459,307,65,120,1,0,1
Facebook,1,220,1,380,720,0.52704577,613,203,0.330618893,0.634141996,0.619096983,251,176,72,0,0,1
Facebook,0,99,0,417,712,0.584852735,3213,200,0.062227754,0.35734737,0.021701144,480,105,134,1,1,1
Twitter,0,21,1,414,712,0.580645161,605,177,0.292079208,0.498397835,0.870393544,332,57,62,1,1,1
Twitter,0,179,1,394,672,0.585438336,621,221,0.355305466,0.63999083,0.839784493,179,162,1,0,1,1
Facebook,1,179,1,384,754,0.508609272,2603,182,0.069892473,0.119426269,0.048849868,83,77,64,0,1,1
Facebook,0,110,0,388,708,0.547249647,2184,197,0.090160183,0.229511914,0.125284459,309,185,100,0,1,1
Instagram,0,163,0,399,687,0.57994186,3801,182,0.047869542,0.890496154,0.556356011,424,6,37,1,0,1
Facebook,1,72,1,412,744,0.553020134,156,181,1.152866242,0.342326377,0.042852568,425,102,61,1,0,1
Facebook,1,230,1,402,734,0.546938776,3354,212,0.06318927,0.801156382,0.411167978,485,108,118,1,0,1
Twitter,0,242,1,407,697,0.583094556,3912,208,0.053156146,0.250989752,0.975360648,149,8,51,0,0,1
Facebook,0,146,0,407,728,0.55829904,2918,196,0.067146283,0.041640352,0.17277615,38,68,109,0,0,1
Instagram,0,37,1,381,754,0.504635762,3118,164,0.052580955,0.500400592,0.206095823,278,131,73,1,0,1
Facebook,0,69,1,432,712,0.605890603,2716,187,0.068825911,0.892482044,0.676348382,303,159,97,1,0,1
Twitter,0,115,1,388,688,0.563134978,4340,216,0.04975812,0.819284549,0.043978209,112,132,62,1,1,1
Twitter,1,238,1,433,720,0.600554785,450,206,0.456762749,0.252939169,0.820686162,375,55,138,1,0,1
Facebook,1,78,0,421,727,0.578296703,4850,203,0.041847042,0.909935774,0.199031153,416,55,47,0,1,1
Twitter,0,184,0,416,695,0.597701149,4502,203,0.045081057,0.479715895,0.531554164,126,43,100,0,0,1
Instagram,0,147,1,437,727,0.600274725,3962,181,0.04567247,0.048999004,0.248763161,40,71,73,1,0,1
Instagram,1,8,0,383,737,0.51897019,1070,219,0.204481793,0.02792462,0.658881937,157,140,37,0,1,1
Facebook,0,31,0,379,704,0.537588652,4018,206,0.051256531,0.485113734,0.587216092,205,131,135,1,1,1
Facebook,0,131,0,402,629,0.638095238,4845,195,0.040239373,0.546322856,0.946439734,46,179,5,1,0,1
Facebook,0,49,1,387,655,0.589939024,3592,193,0.053715558,0.079912921,0.445600756,483,14,67,0,0,1
Twitter,0,81,0,424,703,0.602272727,2820,209,0.074087203,0.922240654,0.874878963,184,119,133,0,0,1
Instagram,0,4,0,407,682,0.595900439,2286,230,0.10056843,0.718216828,0.575821837,71,109,110,0,0,1
Instagram,1,147,0,388,687,0.563953488,2036,200,0.098183603,0.801282358,0.914462652,56,81,31,1,0,1
Twitter,0,86,1,395,698,0.56509299,1191,224,0.187919463,0.584023251,0.291822064,238,83,37,1,1,1
Instagram,0,125,1,382,707,0.539548023,1400,203,0.144896502,0.663544076,0.549761048,61,0,114,0,1,1
Facebook,0,74,0,395,657,0.600303951,3741,189,0.05050775,0.38786023,0.390029642,341,192,108,0,1,1
Facebook,1,164,0,405,705,0.573654391,2249,227,0.100888889,0.679297085,0.065897317,56,138,63,0,0,1
Facebook,1,21,1,365,687,0.530523256,2794,197,0.070483005,0.978182891,0.574265803,451,188,53,1,0,1
Instagram,1,185,1,369,699,0.527142857,724,224,0.308965517,0.647715911,0.794228401,242,92,112,1,1,1
Facebook,1,67,0,392,700,0.559201141,1442,199,0.137907138,0.341633723,0.556203628,482,87,13,0,1,1
Twitter,0,220,0,394,741,0.530997305,4821,187,0.038780589,0.285239122,0.279342164,327,83,63,0,0,1
Twitter,1,43,1,417,718,0.579972184,87,203,2.306818182,0.963345941,0.263829037,481,190,53,1,0,1
Instagram,0,33,1,435,682,0.636896047,4150,200,0.048181161,0.185002297,0.237838541,123,165,18,0,0,1
Twitter,0,76,0,399,706,0.564356436,1752,218,0.124358243,0.806196612,0.979631628,469,196,125,1,0,1
Twitter,1,41,1,394,707,0.556497175,3421,197,0.057568673,0.465262292,0.399219541,152,44,59,0,0,1
Instagram,1,136,0,416,700,0.593437946,4838,206,0.042570779,0.443759754,0.316869764,254,73,31,1,1,1
Facebook,1,105,0,435,723,0.600828729,2484,224,0.090140845,0.747537788,0.418468076,216,197,35,1,1,1
Facebook,1,94,0,400,700,0.570613409,3213,207,0.064405725,0.14803843,0.115797927,423,67,45,0,0,1
Facebook,1,134,1,385,735,0.523097826,3923,225,0.05733945,0.466295926,0.196019528,231,3,13,0,0,1
Instagram,0,67,0,391,713,0.547619048,2490,178,0.071457246,0.035833688,0.508902142,16,198,117,1,0,1
Twitter,1,146,0,394,689,0.571014493,1487,195,0.131048387,0.670406822,0.798847164,79,47,49,0,0,1
Facebook,1,233,1,434,679,0.638235294,3528,203,0.057523378,0.058377284,0.87642669,495,96,64,0,0,1
Facebook,1,221,1,398,650,0.611367127,73,214,2.891891892,0.087288798,0.865984768,175,136,76,0,0,1
Instagram,0,158,0,408,711,0.573033708,725,210,0.289256198,0.844826381,0.944750868,38,89,63,1,0,1
Facebook,1,127,0,369,715,0.515363128,3755,192,0.051118211,0.442955187,0.125771524,142,174,22,1,0,1
Instagram,0,162,1,397,732,0.541609823,2996,190,0.06339673,0.200975689,0.040970284,16,59,124,1,1,1
Twitter,1,184,1,389,689,0.563768116,4366,192,0.043966109,0.592584576,0.105731218,248,51,83,0,0,1
Instagram,1,84,1,432,720,0.599167822,219,175,0.795454545,0.519283265,0.600742253,34,123,69,1,1,1
Instagram,0,188,0,410,685,0.597667638,547,194,0.354014599,0.410908327,0.556118986,288,85,72,0,1,1
Instagram,1,158,0,372,697,0.532951289,3730,212,0.056821228,0.905417067,0.671210063,487,160,91,0,0,1
Instagram,0,82,0,371,676,0.548005908,1969,204,0.103553299,0.749457998,0.37109064,486,185,73,1,0,1
Twitter,0,94,1,403,717,0.561281337,4517,206,0.045595396,0.151592871,0.391588806,145,96,43,1,1,1
Twitter,0,180,0,375,713,0.525210084,1260,210,0.166534496,0.57077465,0.54557509,413,47,75,1,0,1
Facebook,1,31,1,408,646,0.630602782,2934,219,0.074616695,0.088743901,0.079056113,214,132,140,0,0,1
Twitter,1,65,0,403,701,0.574074074,2510,176,0.070091597,0.24465397,0.799872166,164,26,118,0,0,1
Twitter,1,186,1,392,719,0.544444444,4009,200,0.049875312,0.909860347,0.922855548,110,168,39,1,1,1
Facebook,0,115,0,383,676,0.565731167,4073,198,0.048600884,0.462079926,0.387345201,134,0,3,0,0,1
Twitter,1,137,0,434,663,0.653614458,4681,201,0.042930372,0.892106102,0.739572427,73,50,128,1,1,1
Instagram,0,129,1,369,719,0.5125,1563,205,0.131074169,0.165998966,0.54883472,463,143,5,1,0,1
Instagram,1,193,1,385,731,0.525956284,2086,184,0.08816483,0.205341748,0.236008594,155,98,54,1,0,1
Facebook,0,59,0,408,721,0.565096953,1790,204,0.113902848,0.352824723,0.06779779,214,99,65,0,1,1
Facebook,0,215,1,385,671,0.572916667,3670,196,0.053391446,0.366325642,0.245898911,353,159,117,1,1,1
Facebook,0,16,1,391,683,0.571637427,2482,185,0.074506645,0.74527727,0.604906155,273,102,145,1,1,1
Instagram,1,95,0,419,693,0.603746398,3431,204,0.059440559,0.599410562,0.040229776,430,46,28,1,0,1
Twitter,0,143,1,381,689,0.552173913,205,177,0.859223301,0.553249426,0.836190731,278,150,52,1,0,1
Instagram,0,15,0,377,714,0.527272727,742,195,0.262449529,0.602375507,0.970306194,498,14,130,0,1,1
Facebook,0,45,0,392,735,0.532608696,2889,198,0.068512111,0.732191373,0.083501912,147,153,147,0,1,1
Twitter,0,166,1,374,728,0.51303155,3495,192,0.054919908,0.892816639,0.246697931,30,36,131,0,0,1
Twitter,0,244,1,400,694,0.575539568,4264,189,0.044314185,0.414739956,0.675633615,13,182,81,0,0,1
Instagram,0,158,0,404,697,0.578796562,4738,190,0.040092847,0.802925943,0.806080323,22,129,135,0,0,1
Facebook,1,106,0,396,670,0.590163934,1106,193,0.174345077,0.495096883,0.345994092,1,75,104,0,0,1
Instagram,1,87,0,375,724,0.517241379,1824,206,0.112876712,0.722078243,0.51523843,412,146,85,0,0,1
Twitter,0,128,0,428,720,0.593619972,2648,204,0.077010193,0.874823788,0.891759403,177,31,82,1,1,1
Instagram,1,138,0,372,653,0.568807339,4198,190,0.045248869,0.032214822,0.384398342,328,196,72,1,0,1
Instagram,1,118,0,406,692,0.585858586,89,198,2.2,0.546629755,0.081538273,58,54,98,0,0,1
Facebook,0,84,1,393,653,0.600917431,3382,202,0.059710316,0.989380626,0.994894122,288,98,25,1,0,1
Facebook,0,3,1,361,722,0.499308437,4704,204,0.04335813,0.496224415,0.180280205,175,55,33,0,1,1
Twitter,0,70,1,362,704,0.513475177,3512,203,0.057785369,0.864303683,0.048781818,171,28,70,0,1,1
Instagram,1,153,0,418,674,0.619259259,2207,180,0.081521739,0.185899852,0.410653597,395,108,93,1,0,1
Instagram,0,110,1,366,677,0.539823009,3186,190,0.059617195,0.60428709,0.121463521,82,83,88,1,0,1
Instagram,1,49,0,388,742,0.522207268,4382,197,0.044946384,0.870305963,0.978733384,425,163,26,1,1,1
Twitter,0,139,0,385,643,0.597826087,865,193,0.222863741,0.431533132,0.380793856,467,115,32,1,0,1
Twitter,1,94,1,414,679,0.608823529,55,206,3.678571429,0.486722059,0.825811133,484,70,71,0,1,1
Facebook,0,208,0,397,659,0.601515152,4672,211,0.045153007,0.082017904,0.17660539,222,81,48,1,1,1
Facebook,0,224,0,419,707,0.59180791,2081,206,0.098943324,0.042172092,0.138814757,34,52,62,0,1,1
Facebook,1,202,0,431,703,0.612215909,558,195,0.348837209,0.4687083,0.64929313,296,84,18,0,0,1
Instagram,1,91,0,404,716,0.563458856,4827,215,0.044531897,0.843475332,0.909310136,468,85,21,1,1,1
Instagram,1,223,0,389,688,0.564586357,993,189,0.190140845,0.931324272,0.114536455,438,166,89,1,0,1
Facebook,1,64,0,352,684,0.513868613,4897,193,0.039403838,0.658653003,0.589253966,494,75,66,1,1,1
Instagram,1,46,1,413,697,0.591690544,4292,191,0.044491032,0.826398599,0.084939491,109,10,136,0,1,1
Facebook,1,219,0,376,697,0.538681948,448,223,0.496659243,0.734854163,0.812162944,234,75,70,0,1,1
Twitter,0,180,0,379,719,0.526388889,1822,210,0.115194734,0.701485827,0.909305914,396,29,78,1,1,1
Facebook,1,105,0,377,704,0.534751773,3820,205,0.053650877,0.769033099,0.628794303,38,78,131,1,1,1
Twitter,0,198,0,383,713,0.536414566,2973,192,0.064559516,0.505302952,0.688343103,218,199,36,0,0,1
Instagram,0,129,1,424,713,0.593837535,92,200,2.150537634,0.457938103,0.055436465,216,106,27,1,1,1
Facebook,1,105,1,367,698,0.525035765,608,191,0.3136289,0.159143522,0.072977187,193,180,136,1,1,1
Instagram,0,23,0,405,737,0.548780488,1252,176,0.140462889,0.843815317,0.179670556,162,81,34,1,0,1
Twitter,1,3,0,404,692,0.582972583,286,189,0.658536585,0.04461388,0.273828467,115,135,111,1,0,1
Twitter,1,107,0,427,731,0.583333333,2922,179,0.061238454,0.267444121,0.759856117,327,19,8,1,1,1
Twitter,0,18,1,390,719,0.541666667,3307,190,0.057436518,0.519916147,0.435429247,160,11,51,1,0,1
Instagram,0,153,1,409,737,0.554200542,102,199,1.932038835,0.971598113,0.078249687,88,66,144,1,1,1
Instagram,1,202,1,398,757,0.525065963,3836,201,0.052384676,0.785972942,0.852645062,468,177,8,0,1,1
Instagram,1,39,1,378,703,0.536931818,4236,203,0.047911258,0.368671225,0.993826703,419,125,53,1,1,1
Instagram,0,49,0,364,696,0.522238164,4931,194,0.039334955,0.713948391,0.455026293,140,139,132,1,0,1
Twitter,0,170,1,389,745,0.521447721,1679,194,0.11547619,0.931369388,0.511764006,311,53,123,0,1,1
Twitter,0,74,1,415,732,0.566166439,3824,198,0.051764706,0.538883452,0.078509439,173,79,108,0,0,1
Facebook,0,236,0,411,700,0.586305278,535,179,0.333955224,0.461940196,0.383017431,200,123,146,1,1,1
Facebook,1,194,0,401,721,0.555401662,16,210,12.35294118,0.552993272,0.37180436,354,181,65,0,1,1
Instagram,1,11,1,424,687,0.61627907,561,183,0.325622776,0.311530041,0.965791513,301,73,44,1,0,1
Twitter,1,194,1,386,681,0.565982405,2926,198,0.067646054,0.907348811,0.660431509,355,146,70,0,1,1
Twitter,1,233,1,411,684,0.6,2384,196,0.082180294,0.797281812,0.78218316,112,141,105,0,1,1
Twitter,0,26,1,349,711,0.490168539,910,233,0.255762898,0.705484112,0.128332051,366,179,32,0,0,1
Facebook,0,112,0,390,714,0.545454545,1414,215,0.151943463,0.589092081,0.416926882,427,149,117,1,0,1
Facebook,1,181,0,386,723,0.533149171,119,164,1.366666667,0.969474778,0.191552802,173,131,79,0,1,1
Twitter,1,193,1,380,693,0.547550432,4063,203,0.049950787,0.297705729,0.860188978,498,115,87,1,1,1
Twitter,1,48,1,438,696,0.628407461,3114,217,0.069662921,0.283135165,0.152372375,73,58,93,1,0,1
Twitter,1,143,1,381,724,0.525517241,3061,187,0.061071195,0.242138333,0.438871219,324,161,44,0,1,1
Facebook,1,129,1,438,701,0.623931624,1492,225,0.150703282,0.741775989,0.053650282,286,63,34,0,1,1
Twitter,1,59,1,418,744,0.561073826,2097,212,0.101048618,0.79728564,0.634294294,124,127,80,1,0,1
Twitter,1,181,0,422,700,0.601997147,2255,200,0.088652482,0.597114176,0.48192475,23,17,101,1,0,1
Instagram,1,29,0,386,685,0.562682216,514,189,0.366990291,0.65198371,0.497966772,31,81,9,1,1,1
Instagram,1,83,0,421,696,0.604017217,1234,156,0.126315789,0.348960765,0.101618911,253,30,40,0,0,1
Facebook,0,165,1,384,658,0.582701062,4133,220,0.053217223,0.039757542,0.513981185,496,83,113,1,0,1
Twitter,1,27,1,377,697,0.540114613,1480,197,0.133018231,0.253635844,0.563783491,112,41,125,0,0,1
Twitter,0,24,0,390,698,0.557939914,3350,195,0.058191585,0.584303227,0.962840087,194,130,16,1,1,1
Instagram,0,95,0,347,701,0.494301994,1541,213,0.138132296,0.812932682,0.033222683,15,84,126,0,1,1
Facebook,1,124,1,428,670,0.637853949,130,209,1.595419847,0.777194978,0.922713609,440,182,70,1,0,1
Instagram,1,9,0,395,707,0.557909605,3717,193,0.051909629,0.179487364,0.479564458,488,9,10,1,0,1
Instagram,0,187,1,392,709,0.552112676,3744,193,0.051535381,0.05144621,0.210114525,496,70,62,0,1,1
Instagram,0,41,1,385,679,0.566176471,1772,193,0.108855048,0.85056004,0.665546083,211,21,19,0,1,1
Instagram,1,39,0,396,723,0.546961326,4455,196,0.043985637,0.075589233,0.517052217,107,150,140,0,1,1
Twitter,0,224,0,405,691,0.585260116,3076,188,0.061098473,0.393311263,0.226755016,23,75,16,0,1,1
Twitter,1,76,0,385,658,0.584218513,506,197,0.388560158,0.094225657,0.626826846,289,12,97,0,0,1
Instagram,1,247,1,384,634,0.604724409,4914,199,0.040488301,0.56404871,0.473262275,383,167,84,1,0,1
Facebook,1,104,1,399,713,0.558823529,4890,200,0.040891433,0.363336431,0.689014618,307,122,15,0,1,1
Facebook,0,117,0,444,710,0.624472574,839,191,0.227380952,0.202493618,0.689076928,303,140,22,0,1,1
Facebook,0,41,1,390,737,0.528455285,3872,228,0.058869094,0.595167668,0.472815319,342,96,138,0,0,1
Facebook,1,46,1,376,731,0.513661202,4719,203,0.043008475,0.36339179,0.390796211,118,94,123,0,1,1
Instagram,0,164,1,416,693,0.599423631,2677,193,0.072068708,0.166788252,0.063244241,180,50,141,0,1,1
Twitter,0,245,0,402,717,0.559888579,97,182,1.857142857,0.700086413,0.493846598,438,191,70,1,0,1
Facebook,0,207,1,403,683,0.589181287,1964,183,0.093129771,0.83680831,0.243115029,37,82,32,0,0,1
Instagram,0,236,0,404,689,0.585507246,2867,188,0.065550907,0.273742571,0.053247465,385,95,44,1,1,1
Facebook,0,21,0,410,712,0.575035063,4027,230,0.057100298,0.186425046,0.33038023,232,89,50,0,1,1
Facebook,0,184,1,402,668,0.600896861,599,202,0.336666667,0.075251862,0.087469019,68,125,114,0,1,1
Instagram,0,211,0,393,696,0.56384505,2982,193,0.064699966,0.527902125,0.579741823,81,12,123,1,0,1
Twitter,1,241,1,428,686,0.622998544,3964,228,0.057503153,0.8312937,0.503669065,117,156,86,0,1,1
Twitter,0,106,0,438,662,0.660633484,429,220,0.511627907,0.250789895,0.792428997,308,198,28,0,0,1
Instagram,0,26,0,412,721,0.570637119,3782,206,0.054454137,0.460637772,0.267633544,49,174,5,1,1,1
Twitter,0,40,1,398,728,0.545953361,1325,196,0.147812971,0.160803453,0.371529065,156,153,132,1,1,1
Instagram,0,79,0,379,695,0.54454023,2591,196,0.075617284,0.404200824,0.688950389,73,197,95,0,0,1
Instagram,0,161,0,409,714,0.572027972,2415,189,0.078228477,0.015445108,0.99294452,489,117,89,1,0,1
Instagram,0,159,0,429,718,0.596662031,1768,201,0.113623516,0.910729068,0.904169757,182,150,81,0,1,1
Twitter,0,217,1,401,658,0.608497724,1517,212,0.139657444,0.676571895,0.520824898,105,74,20,0,0,1
